username,total_reports,valid_reports,avg_vote_count,verified_status,cleared_status,specialization,valid_percentage
romanshyadav,3,2,3.3333333333333335,False,False,,66.67
javakhishvili,3,3,42.666666666666664,False,False,,100.0
protostar0,3,2,15.333333333333334,False,False,HTTP Request Smuggling,66.67
droop3r,3,3,43.666666666666664,False,False,Cross-site Scripting (XSS) - Generic,100.0
mohs3n,3,0,46.0,False,False,Business Logic Errors,0.0
dreamer_eh,3,2,17.0,False,False,Cross-site Scripting (XSS) - DOM,66.67
mdlitch1973,3,3,2.6666666666666665,False,False,,100.0
laps-forever,3,1,2.0,False,False,Cross-site Scripting (XSS) - Generic,33.33
0xd0m7,3,3,60.0,True,True,Cross-site Scripting (XSS) - Stored,100.0
rmashhoon,3,2,2.3333333333333335,False,False,Cross-site Scripting (XSS) - Generic,66.67
0xd0ff9,3,3,34.0,True,False,Cross-site Scripting (XSS) - Stored,100.0
hax0rgb,3,2,7.0,True,True,Improper Authentication - Generic,66.67
pabster,3,3,10.666666666666666,False,False,Business Logic Errors,100.0
0x7,3,3,58.333333333333336,False,False,Cross-site Scripting (XSS) - DOM,100.0
ckmk44,3,3,2.0,False,False,Improper Authentication - Generic,100.0
oblivionlight,3,3,37.333333333333336,False,False,,100.0
christophwurst,3,3,5.666666666666667,False,False,Cross-site Scripting (XSS) - Generic,100.0
lovepakistan,3,2,4.666666666666667,False,False,Cryptographic Issues - Generic,66.67
catferq,3,3,23.333333333333332,False,False,Cross-site Scripting (XSS) - Stored,100.0
yakirka,3,3,31.333333333333332,True,False,Cleartext Storage of Sensitive Information,100.0
yahe,3,3,4.666666666666667,False,False,Cryptographic Issues - Generic,100.0
zemnmez,3,3,214.0,False,False,Code Injection,100.0
sodium_,3,3,26.333333333333332,False,False,Cross-site Scripting (XSS) - Stored,100.0
norver,3,3,15.333333333333334,False,False,Information Disclosure,100.0
3p1c,3,3,8.0,False,False,SQL Injection,100.0
zlz,3,3,116.33333333333333,True,True,CRLF Injection,100.0
raydot,3,3,39.333333333333336,False,False,Code Injection,100.0
boredengineer21,3,3,31.333333333333332,False,False,Cross-site Scripting (XSS) - Stored,100.0
0verw4tch,3,2,63.0,True,False,Improper Access Control - Generic,66.67
isra17,3,3,17.333333333333332,False,False,Code Injection,100.0
kiriknik,3,3,90.66666666666667,False,False,Cross-site Scripting (XSS) - Reflected,100.0
irvinlim,3,3,25.0,False,False,Uncontrolled Resource Consumption,100.0
yonm13,3,3,73.66666666666667,False,False,Cross-site Scripting (XSS) - Generic,100.0
niyaax,3,3,2.3333333333333335,False,False,Cross-site Scripting (XSS) - Generic,100.0
njaysec,3,0,0.6666666666666666,False,False,Cleartext Storage of Sensitive Information,0.0
sonarsource,3,3,20.333333333333332,False,False,,100.0
0ways,3,3,17.666666666666668,False,False,Cross-site Scripting (XSS) - Reflected,100.0
clizsec,3,3,5.666666666666667,False,False,Cross-site Scripting (XSS) - Generic,100.0
shahriyar,3,1,4.333333333333333,False,False,,33.33
cmaruti,3,3,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
karel_origin,3,3,18.666666666666668,False,False,,100.0
shuraros,3,3,7.666666666666667,False,False,Insecure Direct Object Reference (IDOR),100.0
idiablos,3,2,4.333333333333333,True,True,Cross-site Scripting (XSS) - Generic,66.67
yappare,3,3,3.3333333333333335,False,False,Cross-site Scripting (XSS) - Generic,100.0
zhero_,3,3,34.333333333333336,True,True,Cache Poisoning,100.0
rubyroobs,3,3,15.666666666666666,True,True,,100.0
akaash_pantherdefence,3,3,16.333333333333332,False,False,,100.0
zerodivisi0n,3,3,25.333333333333332,False,False,Cross-site Scripting (XSS) - Reflected,100.0
cheatboss,3,3,16.0,False,False,Information Disclosure,100.0
champtar,3,2,5.333333333333333,False,False,Man-in-the-Middle,66.67
ajaysinghnegi,3,3,2.0,False,False,Cross-Site Request Forgery (CSRF),100.0
chernobyl,3,3,9.0,False,False,Improper Authentication - Generic,100.0
hollaatm3,3,3,10.0,False,False,Improper Access Control - Generic,100.0
ashishag29,3,2,11.333333333333334,False,False,,66.67
nytr0gen,3,3,71.66666666666667,True,True,Information Disclosure,100.0
chip_sec,3,3,17.0,False,False,Cleartext Storage of Sensitive Information,100.0
yassinek3ch,3,3,55.0,True,True,SQL Injection,100.0
kiddie,3,0,0.6666666666666666,False,False,,0.0
brumens,3,3,6.333333333333333,False,False,Uncontrolled Resource Consumption,100.0
brumbrum,3,0,1.3333333333333333,False,False,Improper Handling of Insufficient Permissions or Privileges,0.0
iamsha4yan,3,0,1.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
abhhinavsecondary,3,3,40.333333333333336,True,False,,100.0
ashishdhaduk,3,3,3.6666666666666665,False,False,,100.0
karna__,3,3,3.3333333333333335,False,False,Business Logic Errors,100.0
zevfw5pp,3,1,2.3333333333333335,False,False,Improper Authentication - Generic,33.33
chols,3,3,9.333333333333334,False,False,Memory Corruption - Generic,100.0
homaa,3,3,31.0,False,False,Cross-Site Request Forgery (CSRF),100.0
hji,3,3,1.3333333333333333,False,False,Memory Corruption - Generic,100.0
nirajgautamit,3,3,16.333333333333332,True,True,Cross-site Scripting (XSS) - Reflected,100.0
nguyenlv7,3,3,119.66666666666667,False,False,Business Logic Errors,100.0
zonduu,3,3,10.333333333333334,True,True,,100.0
benoculars,3,2,33.666666666666664,True,True,Privilege Escalation,66.67
hemantsolo,3,3,13.333333333333334,True,False,Cross-site Scripting (XSS) - Stored,100.0
rootuser,3,3,2.0,False,False,Insufficiently Protected Credentials,100.0
headhunter,3,3,56.333333333333336,False,False,Information Disclosure,100.0
spaceboy20,3,3,20.666666666666668,True,False,,100.0
xmly,3,3,3.3333333333333335,False,False,Improper Authentication - Generic,100.0
aaditya_purani,3,3,12.666666666666666,False,False,Memory Corruption - Generic,100.0
sparaschoudis,3,3,0.0,False,False,,100.0
c00lbugs,3,3,14.0,False,False,,100.0
caioluders,3,3,4.666666666666667,True,True,Command Injection - Generic,100.0
xiridium,3,3,8.0,True,True,Improper Access Control - Generic,100.0
nathand,3,3,54.0,False,False,Cleartext Transmission of Sensitive Information,100.0
cosmopolitan_fi,3,3,10.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
5050thepiguy,3,3,5.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
aapo,3,3,24.0,True,True,Improper Certificate Validation,100.0
coyemerald,3,3,20.0,False,False,,100.0
imrerad,3,3,42.666666666666664,False,False,Improper Access Control - Generic,100.0
nullelite,3,2,22.333333333333332,False,False,,66.67
luciann,3,1,5.333333333333333,True,False,Information Disclosure,33.33
redyetihacks,3,3,42.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
3mm3,3,3,3.6666666666666665,False,False,Cleartext Storage of Sensitive Information,100.0
shivathegame,3,0,7.333333333333333,False,False,Command Injection - Generic,0.0
nightm4re,3,2,8.0,True,False,Cleartext Storage of Sensitive Information,66.67
splint3rsec,3,3,12.333333333333334,False,False,Business Logic Errors,100.0
creekie,3,3,20.333333333333332,False,False,Improper Authentication - Generic,100.0
0x3c3e,3,3,58.666666666666664,False,False,Improper Access Control - Generic,100.0
silv3rpoision,3,3,7.0,False,False,Improper Authentication - Generic,100.0
calderpwn,3,3,6.333333333333333,False,False,,100.0
irsdl,3,3,18.0,True,True,,100.0
codequick,3,2,2.6666666666666665,False,False,Cross-site Scripting (XSS) - Generic,66.67
an0n-j,3,3,5.666666666666667,False,False,Cross-site Scripting (XSS) - Generic,100.0
xsam,3,3,31.0,True,True,Information Disclosure,100.0
njgadhiya,3,3,6.0,False,False,Cross-Site Request Forgery (CSRF),100.0
codertom,3,3,10.0,False,False,Violation of Secure Design Principles,100.0
cogitoergor00t,3,3,0.3333333333333333,False,False,,100.0
zophi,3,3,41.333333333333336,False,False,Open Redirect,100.0
sleepnotf0und,3,3,7.666666666666667,False,False,Cross-site Scripting (XSS) - Reflected,100.0
yujitounai,3,3,2.6666666666666665,False,False,Cross-site Scripting (XSS) - Generic,100.0
hxd,3,3,3.3333333333333335,False,False,Cryptographic Issues - Generic,100.0
s1ck-sec,3,2,11.333333333333334,True,True,,66.67
kasperkarlsson,3,3,9.333333333333334,True,False,Cross-site Scripting (XSS) - Generic,100.0
sjw,2,2,14.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
teapotd,2,2,120.0,False,False,Array Index Underflow,100.0
generaleg,2,2,28.5,True,True,,100.0
silentbreach,2,2,9.0,False,False,Insecure Direct Object Reference (IDOR),100.0
iamthefrogy,2,2,6.0,False,False,Improper Authentication - Generic,100.0
fullmetal5,2,2,23.0,False,False,Improper Certificate Validation,100.0
pudsec,2,2,12.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
pulkit_pandey,2,2,6.0,False,False,Information Disclosure,100.0
nobody_cares_,2,2,5.5,False,False,Improper Access Control - Generic,100.0
skanthak,2,0,1.0,False,False,Man-in-the-Middle,0.0
testest,2,2,2.0,False,False,Violation of Secure Design Principles,100.0
prosecco-inria,2,2,9.0,False,False,,100.0
tester1231233,2,2,45.0,False,False,Violation of Secure Design Principles,100.0
lauritz,2,2,188.5,True,True,Cross-Site Request Forgery (CSRF),100.0
regilero,2,2,15.0,False,False,HTTP Request Smuggling,100.0
secgeek,2,2,43.5,False,False,Cross-site Scripting (XSS) - Generic,100.0
testdefense,2,2,19.5,False,False,Information Disclosure,100.0
introvertmac,2,2,18.0,True,False,Improper Authentication - Generic,100.0
arkadiyt,2,2,31.0,False,False,HTTP Response Splitting,100.0
simongurney,2,2,2.5,False,False,Improper Authentication - Generic,100.0
tess,2,2,41.0,True,True,Remote File Inclusion,100.0
arinerron2,2,2,81.5,True,True,,100.0
hydraxanon823,2,2,34.5,False,False,,100.0
gaffy,2,2,41.0,True,True,Improper Authentication - Generic,100.0
luc1d,2,2,19.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
jayden,2,2,2.5,False,False,Open Redirect,100.0
la_revoltage,2,2,277.0,True,False,Cross-site Scripting (XSS) - Stored,100.0
teemuk,2,2,134.5,False,False,Cross-site Scripting (XSS) - Reflected,100.0
i1ackerone,2,1,4.0,False,False,Improper Authentication - Generic,50.0
sinkmanu,2,2,17.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
arvind-hacker,2,2,2.0,False,False,Improper Access Control - Generic,100.0
iam_a_jinchuriki,2,2,4.5,False,False,Cross-site Scripting (XSS) - Reflected,100.0
0xwise,2,2,17.5,False,False,Improper Access Control - Generic,100.0
sirleeroyjenkins,2,2,72.5,False,False,Server-Side Request Forgery (SSRF),100.0
ashoka_rao,2,2,101.0,False,False,Business Logic Errors,100.0
testanull,2,2,156.0,False,False,Privilege Escalation,100.0
ganofins,2,1,16.5,False,False,,50.0
ashketchum,2,1,35.5,True,False,Business Logic Errors,50.0
asad0x01_,2,2,66.5,True,True,Cross-Site Request Forgery (CSRF),100.0
fulldash,2,2,5.0,False,False,Code Injection,100.0
thevillagehack3r,2,1,6.0,False,False,Cross-site Scripting (XSS) - Reflected,50.0
b76fad49b0533cc7149d9a4,2,0,2.0,False,False,Improper Authentication - Generic,0.0
pr4th4m,2,0,0.0,False,False,,0.0
schutzx0r,2,2,16.0,True,False,Business Logic Errors,100.0
renniepak,2,2,15.0,True,True,Cross-site Scripting (XSS) - Stored,100.0
thesecuritydev,2,2,14.5,False,False,Uncontrolled Resource Consumption,100.0
adhamsadaqah,2,2,183.5,True,False,Cross-site Scripting (XSS) - Stored,100.0
theranger,2,2,26.0,False,False,Improper Access Control - Generic,100.0
lohigowda,2,2,29.0,True,False,Server-Side Request Forgery (SSRF),100.0
fixit,2,2,70.5,False,False,,100.0
mhohlfeld,2,1,4.0,True,False,Misconfiguration,50.0
imadchabounia,2,2,5.0,False,False,Code Injection,100.0
fklet,2,2,52.5,True,False,Command Injection - Generic,100.0
flamezzz,2,2,46.0,True,True,Cross-site Scripting (XSS) - DOM,100.0
theoriginal,2,2,2.0,False,False,Incorrect Authorization,100.0
theopolis,2,2,18.0,False,False,,100.0
b9b86c2fc8409c628fb3de6,2,1,8.0,False,False,Cross-site Scripting (XSS) - Generic,50.0
shogunlab,2,2,8.5,False,False,Cross-site Scripting (XSS) - Reflected,100.0
fletchto99,2,2,40.5,False,False,Improper Input Validation,100.0
impalanichamy,2,2,6.0,False,False,Improper Access Control - Generic,100.0
0xsyndr0me,2,2,37.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
angeltsvetkov,2,2,6.5,True,False,Open Redirect,100.0
farid_hunter,2,2,8.5,True,False,,100.0
mido0x0x,2,2,5.5,False,False,SQL Injection,100.0
lobity,2,2,9.5,False,False,,100.0
fawazxq,2,2,6.5,False,False,Cross-Site Request Forgery (CSRF),100.0
fbogner,2,2,15.0,False,False,Command Injection - Generic,100.0
7h0r4pp4n,2,2,5.0,False,False,,100.0
imtheking,2,2,51.5,True,True,Improper Access Control - Generic,100.0
imthehackerlor,2,2,14.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
adibou,2,2,21.0,True,True,Improper Access Control - Generic,100.0
imranhudaa,2,2,55.5,True,True,,100.0
0xt4req,2,2,19.0,True,False,Cross-Site Request Forgery (CSRF),100.0
they,2,2,4.5,False,False,Path Traversal,100.0
inferno-,2,2,15.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
jeti,2,2,4.0,True,True,Uncontrolled Resource Consumption,100.0
thehackerish,2,2,39.5,False,False,Improper Access Control - Generic,100.0
secdoor,2,2,7.5,False,False,Cross-site Scripting (XSS) - Generic,100.0
shylo,2,0,7.5,False,False,Cross-site Scripting (XSS) - Generic,0.0
sicarius,2,2,24.5,True,True,Business Logic Errors,100.0
ibram,2,2,6.0,True,True,Cross-site Scripting (XSS) - Generic,100.0
franjkovic,2,2,30.0,False,False,,100.0
frankiexote,2,2,3.0,True,False,Information Disclosure,100.0
l337hulskar,2,0,6.0,False,False,,0.0
memon,2,1,8.5,True,False,Improper Access Control - Generic,50.0
4w3,2,0,5.5,True,False,,0.0
th3pr0xyb0y,2,2,146.5,False,False,Cleartext Transmission of Sensitive Information,100.0
sicksec,2,2,55.0,True,True,,100.0
secalert,2,2,30.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
frozensolid,2,1,25.5,False,False,Client-Side Enforcement of Server-Side Security,50.0
robbotic,2,2,8.5,False,False,Expected Behavior Violation,100.0
l4w,2,2,4.5,False,False,Memory Corruption - Generic,100.0
51201,2,2,1.0,False,False,Memory Corruption - Generic,100.0
jbeta,2,2,1.0,False,False,Information Disclosure,100.0
thank_you,2,2,2.0,False,False,,100.0
huntertxt,2,2,3.5,False,False,Cross-site Scripting (XSS) - Generic,100.0
l0cpd,2,2,36.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
b4a1d31dd4acbccc47b8072,2,2,9.5,False,False,,100.0
shpendk13,2,1,4.0,False,False,,50.0
shreky,2,2,3.5,False,False,Cross-site Scripting (XSS) - Stored,100.0
flyink,2,2,6.5,False,False,Cross-site Scripting (XSS) - DOM,100.0
thecyberguy0,2,2,32.0,False,False,Improper Authentication - Generic,100.0
shielder,2,2,29.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
ihusnain49,2,0,1.0,False,False,Improper Authentication - Generic,0.0
aliend89,2,1,16.5,True,False,Improper Access Control - Generic,50.0
igorpyan,2,2,12.5,False,False,Business Logic Errors,100.0
forcedrofes,2,1,33.0,True,False,Cleartext Storage of Sensitive Information,50.0
sdushantha,2,1,24.5,False,False,Cleartext Storage of Sensitive Information,50.0
asdqw3,2,2,27.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
seantheprogrammer,2,2,2.0,False,False,,100.0
shhnjk,2,1,3.5,False,False,Information Disclosure,50.0
the_predator,2,2,14.5,False,False,Improper Input Validation,100.0
prateek_thakare,2,2,34.0,False,False,,100.0
3la2kb,2,2,6.5,False,False,Path Traversal,100.0
t3chn0phil3,2,1,6.5,False,False,,50.0
1337_inj3c70r,2,1,2.5,False,False,Cryptographic Issues - Generic,50.0
ismailtsdelen,2,1,3.0,True,False,Cross-site Scripting (XSS) - Reflected,50.0
marataziat,2,2,10.5,False,False,,100.0
sudhakarsurya,2,0,3.5,False,False,,0.0
thpless,2,2,6.5,True,False,Information Disclosure,100.0
legalizenepal,2,1,17.0,False,False,Classic Buffer Overflow,50.0
libneko,2,2,41.5,False,False,Cross-Site Request Forgery (CSRF),100.0
libcontainer,2,2,10.5,False,False,Information Disclosure,100.0
hackerontwowheels,2,2,102.0,True,True,Business Logic Errors,100.0
jack567son,2,2,27.5,False,False,Session Fixation,100.0
herrera,2,1,17.0,True,True,Code Injection,50.0
mansishah,2,2,26.5,True,False,Cross-site Scripting (XSS) - Stored,100.0
legit-security,2,2,37.0,False,False,Uncontrolled Resource Consumption,100.0
strikeout,2,2,24.0,False,False,Code Injection,100.0
soreks,2,2,5.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
randbug101,2,2,3.5,False,False,,100.0
streaak,2,2,59.5,True,True,Cleartext Storage of Sensitive Information,100.0
hackerhero,2,2,11.5,True,True,Cross-site Scripting (XSS) - Generic,100.0
m4ncrypt,2,2,3.0,False,False,,100.0
str33,2,1,4.0,False,False,Cryptographic Issues - Generic,50.0
ameytakekar,2,2,10.5,False,False,Cross-site Scripting (XSS) - Reflected,100.0
hach3ro,2,0,5.0,False,False,Improper Access Control - Generic,0.0
hachimanxienim,2,2,1.0,False,False,Code Injection,100.0
hack2684,2,0,5.0,False,False,Improper Authentication - Generic,0.0
light3r,2,2,82.5,True,False,Improper Access Control - Generic,100.0
avram,2,2,16.0,False,False,Cross-Site Scripting (XSS),100.0
sukhoi,2,2,4.5,False,False,Improper Authentication - Generic,100.0
mariogh,2,2,37.0,False,False,Client-Side Enforcement of Server-Side Security,100.0
avolume,2,2,18.5,False,False,Cross-site Scripting (XSS) - Stored,100.0
shamim_12__,2,2,21.5,True,False,Business Logic Errors,100.0
soareswallace,2,2,18.0,False,False,Business Logic Errors,100.0
r0t,2,2,28.5,False,False,Improper Restriction of Authentication Attempts,100.0
leetboi,2,2,9.5,False,False,,100.0
himan253,2,0,5.0,False,False,Improper Authentication - Generic,0.0
raywando,2,2,26.0,False,False,Improper Access Control - Generic,100.0
hackerboy404,2,0,2.5,False,False,Cross-Site Request Forgery (CSRF),0.0
atorralba,2,2,9.5,False,False,Path Traversal,100.0
manish_prajapat,2,1,2.0,False,False,Business Logic Errors,50.0
jaikeysarraf,2,2,1.5,False,False,,100.0
harikrishnan_c,2,0,2.5,False,False,Violation of Secure Design Principles,0.0
harris0ft,2,1,30.0,False,False,Information Disclosure,50.0
harsh13,2,2,6.0,False,False,,100.0
mah1ndra,2,0,3.0,False,False,Cross-Site Request Forgery (CSRF),0.0
rahulkankrale,2,2,55.5,True,True,Improper Access Control - Generic,100.0
abosala7,2,1,16.0,True,False,Information Disclosure,50.0
rajuraju14,2,1,2.5,False,False,Information Disclosure,50.0
hassaan,2,2,1.5,False,False,SQL Injection,100.0
spyata,2,1,3.0,False,False,,50.0
spetr0x,2,0,10.0,False,False,,0.0
shafigullin,2,2,13.5,False,False,Cross-site Scripting (XSS) - DOM,100.0
itssixtynein,2,2,25.5,False,False,Authentication Bypass Using an Alternate Path or Channel,100.0
hassanjawaid,2,0,1.0,False,False,Improper Authentication - Generic,0.0
20_root,2,2,30.5,False,False,Improper Access Control - Generic,100.0
spodermen,2,2,1.5,False,False,Violation of Secure Design Principles,100.0
haxor31337,2,2,37.0,True,True,Command Injection - Generic,100.0
avada,2,2,3.5,False,False,,100.0
amassey,2,1,2.5,False,False,XML Entity Expansion,50.0
abdo0x,2,2,30.5,False,False,Cross-site Scripting (XSS) - Reflected,100.0
happykira0x1,2,0,7.0,False,False,Business Logic Errors,0.0
stilou,2,2,15.5,False,False,Information Disclosure,100.0
sourceflow,2,0,18.0,False,False,Business Logic Errors,0.0
hami,2,2,17.0,True,True,Cross-site Scripting (XSS) - Stored,100.0
hammad,2,1,3.5,False,False,Cryptographic Issues - Generic,50.0
leodog896,2,2,5.0,False,False,Privilege Escalation,100.0
hammodmt,2,2,15.5,False,False,Business Logic Errors,100.0
madhur_bhargava,2,0,2.0,False,False,Cryptographic Issues - Generic,0.0
manaenckov,2,2,22.5,False,False,Open Redirect,100.0
sh1yo,2,2,17.0,True,False,Cross-Site Request Forgery (CSRF),100.0
mame,2,2,8.0,False,False,Command Injection - Generic,100.0
ameerpornillos,2,2,17.0,False,False,Command Injection - Generic,100.0
hdbreaker,2,2,19.5,False,False,Information Disclosure,100.0
riadalrashed,2,2,36.5,True,False,Cross-site Scripting (XSS) - Stored,100.0
20kilograma,2,2,16.0,True,False,Business Logic Errors,100.0
staytuned,2,2,5.0,False,False,Information Disclosure,100.0
sumgr0,2,2,15.0,True,True,Privilege Escalation,100.0
h4rsh4d,2,0,4.0,False,False,Violation of Secure Design Principles,0.0
596a96cc7bf9108cd896f33c4,2,0,3.0,False,False,Cross-Site Request Forgery (CSRF),0.0
alpernae,2,2,35.5,True,False,Cross-Site Request Forgery (CSRF),100.0
gogil,2,2,1.0,True,False,Memory Corruption - Generic,100.0
august1808,2,2,12.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
t0rr3sp3dr0,2,0,4.0,False,False,Resource Injection,0.0
htokumaru,2,2,7.0,False,False,HTTP Response Splitting,100.0
armaanpathan,2,2,15.5,True,True,Cross-site Scripting (XSS) - Generic,100.0
ht0k,2,2,5.0,False,False,,100.0
securityidiots,2,2,4.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
slidybat,2,2,195.0,False,False,Classic Buffer Overflow,100.0
pwnsdx,2,2,18.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
sysecure,2,2,4.5,False,False,Cross-Site Request Forgery (CSRF),100.0
amirisme,2,0,5.5,False,False,Cross-site Scripting (XSS) - Generic,0.0
symbiansymoh,2,0,3.0,False,False,Information Disclosure,0.0
matured_kazama,2,2,50.5,True,True,,100.0
luke081515,2,1,4.0,False,False,Information Disclosure,50.0
sediruoksitsero,2,2,5.5,False,False,Buffer Over-read,100.0
rewzilla,2,2,1.5,False,False,Code Injection,100.0
goddamnit,2,0,2.0,False,False,,0.0
greenwolf,2,0,5.0,False,False,Business Logic Errors,0.0
sl1m,2,2,12.0,False,False,,100.0
adac95,2,2,107.5,False,False,Cross-site Scripting (XSS) - DOM,100.0
sheikhrishad0,2,2,40.0,True,True,Code Injection,100.0
ghimire_veshraj,2,2,23.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
tarwadahorse,2,0,3.0,False,False,,0.0
gianko,2,2,2.5,False,False,,100.0
mbi3s,2,2,17.5,False,False,,100.0
lirantal,2,2,6.0,False,False,Command Injection - Generic,100.0
tangent90ninety,2,1,5.5,False,False,Information Disclosure,50.0
jasnell,2,2,6.5,False,False,NULL Pointer Dereference,100.0
rivalsec,2,2,8.5,False,False,Information Disclosure,100.0
hugbounter,2,2,1.0,False,False,,100.0
talko,2,2,5.5,True,True,,100.0
mayurudiniya,2,2,15.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
pvm,2,2,9.5,False,False,Cleartext Storage of Sensitive Information,100.0
luigigubello,2,2,16.5,False,False,Code Injection,100.0
greendog,2,2,6.5,True,True,Code Injection,100.0
388,2,2,10.0,False,False,Information Disclosure,100.0
h4ckninja,2,2,8.5,False,False,Forced Browsing,100.0
rchase,2,2,15.0,False,False,,100.0
hoangn14,2,2,13.5,False,False,Array Index Underflow,100.0
alyanwarr,2,2,4.5,False,False,Memory Corruption - Generic,100.0
1337n0x,2,2,21.5,False,False,Information Disclosure,100.0
marvelmaniac,2,2,75.5,True,True,Improper Access Control - Generic,100.0
atbabers,2,2,2.5,False,False,Information Disclosure,100.0
qwacsawd,2,2,25.5,False,False,Improper Authentication - Generic,100.0
martinbydefault,2,2,212.5,True,True,Privacy Violation,100.0
marshallofsound,2,2,30.5,False,False,,100.0
marotagem_vrt,2,2,5.0,False,False,Uncontrolled Resource Consumption,100.0
h2x0,2,2,14.0,False,False,,100.0
sup3r-b0y,2,2,4.5,True,True,Cross-Site Request Forgery (CSRF),100.0
sunil_yedla,2,2,19.0,False,False,Business Logic Errors,100.0
lightangel1412,2,2,32.0,True,False,,100.0
hkario,2,2,27.0,False,False,Information Exposure Through Timing Discrepancy,100.0
h3xr,2,2,5.0,False,False,Information Disclosure,100.0
semsem123,2,2,51.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
at3nder,2,1,2.5,False,False,Improper Authentication - Generic,50.0
lukeberner,2,2,19.5,True,False,Information Disclosure,100.0
jakkdu,2,2,7.0,False,False,Memory Corruption - Generic,100.0
greymanx1,2,0,3.0,False,False,Cross-site Scripting (XSS) - Reflected,0.0
smither,2,2,16.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
griffinf,2,2,39.0,False,False,Insecure Storage of Sensitive Information,100.0
shardulb_23,2,1,83.5,False,False,Improper Access Control - Generic,50.0
swang1994,2,0,4.5,False,False,,0.0
lil_endian,2,2,200.5,True,True,Cross-site Scripting (XSS) - Generic,100.0
luuliiromee,2,2,3.5,False,False,,100.0
m00hdi,2,2,14.5,False,False,Business Logic Errors,100.0
aziose,2,2,3.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
sw0rd1ight,2,2,7.0,False,False,Improper Input Validation,100.0
gsalazar,2,2,3.5,False,False,Cross-site Scripting (XSS) - Generic,100.0
jalka,2,0,1.5,False,False,,0.0
jalio,2,2,1.0,False,False,Classic Buffer Overflow,100.0
ayoubfathi_,2,2,14.5,True,True,,100.0
mastahyeti,2,2,2.0,False,False,Cross-Site Request Forgery (CSRF),100.0
alexiaya,2,2,65.0,False,False,Privacy Violation,100.0
khalidhissen,2,1,3.0,False,False,Man-in-the-Middle,50.0
fallenskill,2,2,19.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
xairy,2,2,8.5,False,False,Double Free,100.0
xenx,2,2,39.5,False,False,Information Disclosure,100.0
bendtheory,2,2,55.5,True,True,Cross-site Scripting (XSS) - Generic,100.0
nagaro,2,2,8.0,False,False,Path Traversal,100.0
cryptopone,2,2,13.0,False,False,Insecure Direct Object Reference (IDOR),100.0
ahmed_abdalla,2,2,12.5,False,False,Uncontrolled Resource Consumption,100.0
xandsz,2,2,22.5,True,False,Improper Authentication - Generic,100.0
ahmed0x0mahmoud,2,2,4.5,False,False,Improper Access Control - Generic,100.0
ben_lay,2,0,3.5,False,False,Open Redirect,0.0
na5ne3t,2,1,0.5,False,False,UI Redressing (Clickjacking),50.0
saikiran-10097,2,1,4.0,False,False,Violation of Secure Design Principles,50.0
only1,2,2,4.5,False,False,Command Injection - Generic,100.0
kmhlyxj0,2,2,7.5,False,False,Privilege Escalation,100.0
ahmadsherif,2,2,6.5,False,False,,100.0
cuso4,2,0,3.0,True,True,CRLF Injection,0.0
n1had,2,2,15.5,True,False,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),100.0
n1__,2,2,37.5,False,False,Cross-site Scripting (XSS) - Generic,100.0
saikiran-10099,2,2,8.5,False,False,Violation of Secure Design Principles,100.0
ahiezer,2,2,9.5,False,False,,100.0
cwave,2,2,33.5,False,False,Cross-Site Request Forgery (CSRF),100.0
cx75fa,2,2,31.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
ahmedelmalky,2,2,13.5,False,False,Cross-site Scripting (XSS) - Stored,100.0
kaleemgiet,2,1,3.0,False,False,Violation of Secure Design Principles,50.0
cyber__sec,2,1,159.5,False,False,Cross-site Scripting (XSS) - Generic,50.0
codeprivate,2,2,31.0,False,False,Server-Side Request Forgery (SSRF),100.0
cjun,2,0,2.5,False,False,Integer Overflow,0.0
akash_9021,2,0,4.0,False,False,Violation of Secure Design Principles,0.0
karimrahal,2,2,10.5,False,False,Improper Authentication - Generic,100.0
