year_month,vulnerability_type,report_count,bounty_count,organization_count,bounty_percentage
2017-03,Improper Authentication - Generic,4,3,3,75.0
2017-03,Cryptographic Issues - Generic,3,1,3,33.33
2017-03,SQL Injection,3,0,2,0.0
2017-03,Server-Side Request Forgery (SSRF),3,1,3,33.33
2017-03,Command Injection - Generic,2,1,2,50.0
2017-03,Cross-site Scripting (XSS) - Stored,2,1,2,50.0
2017-03,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2017-03,Privilege Escalation,2,2,2,100.0
2017-03,UI Redressing (Clickjacking),2,0,1,0.0
2017-03,Business Logic Errors,1,0,1,0.0
2017-03,Cleartext Storage of Sensitive Information,1,0,1,0.0
2017-03,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2017-03,Double Free,1,1,1,100.0
2017-03,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),1,1,1,100.0
2017-03,Heap Overflow,1,0,1,0.0
2017-03,Information Exposure Through Debug Information,1,0,1,0.0
2017-03,Information Exposure Through an Error Message,1,1,1,100.0
2017-03,Insufficient Session Expiration,1,0,1,0.0
2017-03,Path Traversal,1,0,1,0.0
2017-03,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,0,1,0.0
2017-03,Resource Injection,1,1,1,100.0
2017-04,,22,7,11,31.82
2017-04,Violation of Secure Design Principles,18,1,8,5.56
2017-04,Information Disclosure,13,4,8,30.77
2017-04,Uncontrolled Resource Consumption,11,3,5,27.27
2017-04,Cross-site Scripting (XSS) - Reflected,8,5,5,62.5
2017-04,Improper Authentication - Generic,8,3,4,37.5
2017-04,Cross-site Scripting (XSS) - Generic,7,2,5,28.57
2017-04,Cross-Site Request Forgery (CSRF),6,0,3,0.0
2017-04,Cross-site Scripting (XSS) - Stored,6,3,5,50.0
2017-04,Improper Access Control - Generic,6,0,5,0.0
2017-04,Open Redirect,6,2,4,33.33
2017-04,Information Exposure Through an Error Message,5,2,5,40.0
2017-04,Memory Corruption - Generic,5,4,2,80.0
2017-04,Business Logic Errors,4,2,4,50.0
2017-04,Cryptographic Issues - Generic,4,0,3,0.0
2017-04,Heap Overflow,4,3,3,75.0
2017-04,Privilege Escalation,4,4,3,100.0
2017-04,Code Injection,3,2,3,66.67
2017-04,Command Injection - Generic,3,1,2,33.33
2017-04,Server-Side Request Forgery (SSRF),3,2,3,66.67
2017-04,NULL Pointer Dereference,2,1,2,50.0
2017-04,Out-of-bounds Read,2,2,1,100.0
2017-04,Privacy Violation,2,2,1,100.0
2017-04,UI Redressing (Clickjacking),2,0,2,0.0
2017-04,Cleartext Transmission of Sensitive Information,1,0,1,0.0
2017-04,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2017-04,Deserialization of Untrusted Data,1,0,1,0.0
2017-04,Inadequate Encryption Strength,1,0,1,0.0
2017-04,Information Exposure Through Directory Listing,1,0,1,0.0
2017-04,Insufficient Session Expiration,1,0,1,0.0
2017-04,Man-in-the-Middle,1,0,1,0.0
2017-04,OS Command Injection,1,0,1,0.0
2017-04,Remote File Inclusion,1,0,1,0.0
2017-04,Stack Overflow,1,0,1,0.0
2017-04,Use After Free,1,0,1,0.0
2017-04,Use of a Key Past its Expiration Date,1,1,1,100.0
2017-04,Weak Cryptography for Passwords,1,0,1,0.0
2017-05,,24,4,12,16.67
2017-05,Cross-Site Request Forgery (CSRF),12,2,7,16.67
2017-05,Information Disclosure,12,6,9,50.0
2017-05,Cross-site Scripting (XSS) - Stored,10,7,7,70.0
2017-05,Violation of Secure Design Principles,8,1,4,12.5
2017-05,Code Injection,7,3,4,42.86
2017-05,Insecure Direct Object Reference (IDOR),6,1,3,16.67
2017-05,Cross-site Scripting (XSS) - Reflected,5,4,5,80.0
2017-05,UI Redressing (Clickjacking),5,0,5,0.0
2017-05,Cross-site Scripting (XSS) - DOM,4,4,4,100.0
2017-05,Cross-site Scripting (XSS) - Generic,4,2,4,50.0
2017-05,Improper Access Control - Generic,4,0,3,0.0
2017-05,Improper Authentication - Generic,4,1,4,25.0
2017-05,Privacy Violation,4,1,4,25.0
2017-05,CRLF Injection,3,0,3,0.0
2017-05,Privilege Escalation,3,0,2,0.0
2017-05,SQL Injection,3,0,1,0.0
2017-05,Business Logic Errors,2,1,2,50.0
2017-05,Improper Restriction of Authentication Attempts,2,1,2,50.0
2017-05,Open Redirect,2,0,2,0.0
2017-05,XML External Entities (XXE),2,0,1,0.0
2017-05,Cryptographic Issues - Generic,1,0,1,0.0
2017-05,HTTP Request Smuggling,1,0,1,0.0
2017-05,Heap Overflow,1,1,1,100.0
2017-05,Improper Certificate Validation,1,0,1,0.0
2017-05,Information Exposure Through Directory Listing,1,0,1,0.0
2017-05,Information Exposure Through an Error Message,1,1,1,100.0
2017-05,Insufficiently Protected Credentials,1,0,1,0.0
2017-05,Integer Overflow,1,0,1,0.0
2017-05,Memory Corruption - Generic,1,0,1,0.0
2017-05,Path Traversal,1,0,1,0.0
2017-05,Server-Side Request Forgery (SSRF),1,0,1,0.0
2017-05,Use of a Broken or Risky Cryptographic Algorithm,1,0,1,0.0
2017-06,,23,9,11,39.13
2017-06,Violation of Secure Design Principles,13,1,7,7.69
2017-06,Information Disclosure,8,2,6,25.0
2017-06,Cross-site Scripting (XSS) - Stored,7,2,4,28.57
2017-06,Open Redirect,7,4,5,57.14
2017-06,Business Logic Errors,6,1,3,16.67
2017-06,Improper Authentication - Generic,5,1,4,20.0
2017-06,Privilege Escalation,5,3,4,60.0
2017-06,Cross-Site Request Forgery (CSRF),4,2,4,50.0
2017-06,Cross-site Scripting (XSS) - Reflected,3,2,3,66.67
2017-06,Insufficiently Protected Credentials,3,1,2,33.33
2017-06,Server-Side Request Forgery (SSRF),3,0,3,0.0
2017-06,CRLF Injection,2,2,2,100.0
2017-06,Code Injection,2,0,2,0.0
2017-06,Command Injection - Generic,2,1,2,50.0
2017-06,Cryptographic Issues - Generic,2,0,2,0.0
2017-06,Man-in-the-Middle,2,0,2,0.0
2017-06,Memory Corruption - Generic,2,0,2,0.0
2017-06,UI Redressing (Clickjacking),2,0,2,0.0
2017-06,Buffer Over-read,1,1,1,100.0
2017-06,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2017-06,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2017-06,HTTP Request Smuggling,1,1,1,100.0
2017-06,Heap Overflow,1,0,1,0.0
2017-06,Improper Restriction of Authentication Attempts,1,1,1,100.0
2017-06,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2017-06,Misconfiguration,1,1,1,100.0
2017-06,NULL Pointer Dereference,1,1,1,100.0
2017-06,Path Traversal,1,1,1,100.0
2017-06,Plaintext Storage of a Password,1,0,1,0.0
2017-06,Resource Injection,1,1,1,100.0
2017-06,SQL Injection,1,0,1,0.0
2017-06,Uncontrolled Resource Consumption,1,0,1,0.0
2017-06,Use After Free,1,1,1,100.0
2017-06,Weak Password Recovery Mechanism for Forgotten Password,1,0,1,0.0
2017-07,,21,13,8,61.9
2017-07,Violation of Secure Design Principles,10,3,5,30.0
2017-07,Information Disclosure,9,6,7,66.67
2017-07,Business Logic Errors,7,4,3,57.14
2017-07,Cross-site Scripting (XSS) - Stored,7,5,5,71.43
2017-07,Improper Authentication - Generic,7,4,6,57.14
2017-07,Cross-Site Request Forgery (CSRF),5,3,5,60.0
2017-07,Cross-site Scripting (XSS) - DOM,3,2,2,66.67
2017-07,Cross-site Scripting (XSS) - Reflected,3,3,3,100.0
2017-07,Improper Access Control - Generic,3,1,2,33.33
2017-07,Insecure Direct Object Reference (IDOR),3,3,3,100.0
2017-07,Buffer Over-read,2,1,1,50.0
2017-07,Code Injection,2,0,2,0.0
2017-07,Heap Overflow,2,2,2,100.0
2017-07,NULL Pointer Dereference,2,0,2,0.0
2017-07,Use After Free,2,1,1,50.0
2017-07,CRLF Injection,1,0,1,0.0
2017-07,Classic Buffer Overflow,1,1,1,100.0
2017-07,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2017-07,Cryptographic Issues - Generic,1,0,1,0.0
2017-07,Forced Browsing,1,0,1,0.0
2017-07,Improper Restriction of Authentication Attempts,1,0,1,0.0
2017-07,Insufficient Session Expiration,1,1,1,100.0
2017-07,Memory Corruption - Generic,1,0,1,0.0
2017-07,Open Redirect,1,1,1,100.0
2017-07,Path Traversal,1,1,1,100.0
2017-07,Privilege Escalation,1,0,1,0.0
2017-07,SQL Injection,1,0,1,0.0
2017-07,Server-Side Request Forgery (SSRF),1,1,1,100.0
2017-07,Session Fixation,1,1,1,100.0
2017-07,UI Redressing (Clickjacking),1,0,1,0.0
2017-07,Uncontrolled Resource Consumption,1,0,1,0.0
2017-07,Use of Hard-coded Credentials,1,1,1,100.0
2017-07,XML External Entities (XXE),1,1,1,100.0
2017-08,,27,11,12,40.74
2017-08,Violation of Secure Design Principles,11,1,8,9.09
2017-08,Improper Access Control - Generic,7,5,6,71.43
2017-08,Information Disclosure,7,6,7,85.71
2017-08,Business Logic Errors,6,5,2,83.33
2017-08,Cross-site Scripting (XSS) - Reflected,5,3,4,60.0
2017-08,Cross-site Scripting (XSS) - Stored,5,4,5,80.0
2017-08,Privacy Violation,5,3,4,60.0
2017-08,Cross-Site Request Forgery (CSRF),4,1,3,25.0
2017-08,Cross-site Scripting (XSS) - DOM,4,3,2,75.0
2017-08,Improper Authentication - Generic,4,1,3,25.0
2017-08,Buffer Over-read,3,2,2,66.67
2017-08,Insecure Direct Object Reference (IDOR),3,2,3,66.67
2017-08,Open Redirect,3,1,3,33.33
2017-08,UI Redressing (Clickjacking),3,0,2,0.0
2017-08,Cross-site Scripting (XSS) - Generic,2,2,2,100.0
2017-08,Cryptographic Issues - Generic,2,0,2,0.0
2017-08,Privilege Escalation,2,1,2,50.0
2017-08,Server-Side Request Forgery (SSRF),2,2,2,100.0
2017-08,Use After Free,2,2,1,100.0
2017-08,Weak Cryptography for Passwords,2,0,2,0.0
2017-08,Cleartext Storage of Sensitive Information,1,0,1,0.0
2017-08,Code Injection,1,0,1,0.0
2017-08,Command Injection - Generic,1,1,1,100.0
2017-08,Forced Browsing,1,0,1,0.0
2017-08,Heap Overflow,1,0,1,0.0
2017-08,Incorrect Calculation of Buffer Size,1,1,1,100.0
2017-08,Information Exposure Through Directory Listing,1,0,1,0.0
2017-08,Information Exposure Through an Error Message,1,0,1,0.0
2017-08,Memory Corruption - Generic,1,0,1,0.0
2017-08,NULL Pointer Dereference,1,0,1,0.0
2017-08,OS Command Injection,1,1,1,100.0
2017-08,Path Traversal,1,1,1,100.0
2017-08,Plaintext Storage of a Password,1,0,1,0.0
2017-08,Remote File Inclusion,1,1,1,100.0
2017-08,Resource Injection,1,1,1,100.0
2017-08,SQL Injection,1,1,1,100.0
2017-08,Stack Overflow,1,0,1,0.0
2017-08,Use of Inherently Dangerous Function,1,1,1,100.0
2017-09,,17,4,10,23.53
2017-09,Information Disclosure,16,8,14,50.0
2017-09,Violation of Secure Design Principles,13,2,8,15.38
2017-09,Cross-site Scripting (XSS) - Stored,9,8,6,88.89
2017-09,Buffer Over-read,5,5,1,100.0
2017-09,Business Logic Errors,4,0,4,0.0
2017-09,Cross-Site Request Forgery (CSRF),4,1,3,25.0
2017-09,UI Redressing (Clickjacking),4,0,4,0.0
2017-09,Improper Access Control - Generic,3,2,3,66.67
2017-09,Insecure Direct Object Reference (IDOR),3,2,2,66.67
2017-09,Cross-site Scripting (XSS) - DOM,2,2,1,100.0
2017-09,Cross-site Scripting (XSS) - Reflected,2,1,2,50.0
2017-09,Improper Authentication - Generic,2,1,2,50.0
2017-09,Improper Restriction of Authentication Attempts,2,2,2,100.0
2017-09,Man-in-the-Middle,2,0,2,0.0
2017-09,Memory Corruption - Generic,2,1,2,50.0
2017-09,OS Command Injection,2,1,2,50.0
2017-09,Path Traversal,2,1,2,50.0
2017-09,SQL Injection,2,1,2,50.0
2017-09,Server-Side Request Forgery (SSRF),2,2,2,100.0
2017-09,Array Index Underflow,1,0,1,0.0
2017-09,Authentication Bypass,1,1,1,100.0
2017-09,CRLF Injection,1,0,1,0.0
2017-09,Client-Side Enforcement of Server-Side Security,1,1,1,100.0
2017-09,Code Injection,1,1,1,100.0
2017-09,Command Injection - Generic,1,1,1,100.0
2017-09,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2017-09,Deserialization of Untrusted Data,1,0,1,0.0
2017-09,Forced Browsing,1,0,1,0.0
2017-09,Improper Authorization,1,1,1,100.0
2017-09,Insufficient Session Expiration,1,1,1,100.0
2017-09,Integer Underflow,1,0,1,0.0
2017-09,Privilege Escalation,1,1,1,100.0
2017-09,Uncontrolled Resource Consumption,1,0,1,0.0
2017-09,Use After Free,1,1,1,100.0
2017-09,Weak Cryptography for Passwords,1,0,1,0.0
2017-10,,28,3,16,10.71
2017-10,Cross-site Scripting (XSS) - Stored,19,7,7,36.84
2017-10,Violation of Secure Design Principles,13,2,7,15.38
2017-10,Information Disclosure,12,3,8,25.0
2017-10,Improper Access Control - Generic,6,4,5,66.67
2017-10,Improper Authentication - Generic,5,2,4,40.0
2017-10,Business Logic Errors,4,0,3,0.0
2017-10,Cross-Site Request Forgery (CSRF),4,1,3,25.0
2017-10,Cross-site Scripting (XSS) - Reflected,4,2,4,50.0
2017-10,Open Redirect,4,2,4,50.0
2017-10,Buffer Over-read,3,2,2,66.67
2017-10,Privacy Violation,3,1,2,33.33
2017-10,Command Injection - Generic,2,1,2,50.0
2017-10,Cryptographic Issues - Generic,2,2,2,100.0
2017-10,SQL Injection,2,1,2,50.0
2017-10,XML External Entities (XXE),2,2,1,100.0
2017-10,Array Index Underflow,1,0,1,0.0
2017-10,CRLF Injection,1,0,1,0.0
2017-10,Classic Buffer Overflow,1,0,1,0.0
2017-10,Cleartext Storage of Sensitive Information,1,0,1,0.0
2017-10,Code Injection,1,0,1,0.0
2017-10,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2017-10,HTTP Response Splitting,1,0,1,0.0
2017-10,Information Exposure Through Directory Listing,1,0,1,0.0
2017-10,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2017-10,Insecure Storage of Sensitive Information,1,1,1,100.0
2017-10,Insufficient Session Expiration,1,0,1,0.0
2017-10,Memory Corruption - Generic,1,0,1,0.0
2017-10,OS Command Injection,1,0,1,0.0
2017-10,Path Traversal,1,1,1,100.0
2017-10,Phishing,1,0,1,0.0
2017-10,Privilege Escalation,1,1,1,100.0
2017-10,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,0,1,0.0
2017-10,Server-Side Request Forgery (SSRF),1,0,1,0.0
2017-10,UI Redressing (Clickjacking),1,0,1,0.0
2017-10,Uncontrolled Resource Consumption,1,1,1,100.0
2017-10,Weak Password Recovery Mechanism for Forgotten Password,1,0,1,0.0
2017-11,,8,2,7,25.0
2017-11,Information Disclosure,8,3,5,37.5
2017-11,Violation of Secure Design Principles,7,0,7,0.0
2017-11,Cross-site Scripting (XSS) - Stored,6,1,4,16.67
2017-11,Cross-site Scripting (XSS) - Reflected,5,4,5,80.0
2017-11,UI Redressing (Clickjacking),4,3,3,75.0
2017-11,Server-Side Request Forgery (SSRF),3,1,3,33.33
2017-11,Classic Buffer Overflow,2,0,1,0.0
2017-11,Cross-Site Request Forgery (CSRF),2,2,1,100.0
2017-11,Improper Certificate Validation,2,0,2,0.0
2017-11,Improper Restriction of Authentication Attempts,2,1,2,50.0
2017-11,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2017-11,Business Logic Errors,1,1,1,100.0
2017-11,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2017-11,Cryptographic Issues - Generic,1,1,1,100.0
2017-11,Improper Access Control - Generic,1,1,1,100.0
2017-11,Improper Authentication - Generic,1,0,1,0.0
2017-11,Man-in-the-Middle,1,1,1,100.0
2017-11,Open Redirect,1,1,1,100.0
2017-11,Password in Configuration File,1,1,1,100.0
2017-11,Path Traversal,1,1,1,100.0
2017-11,Privacy Violation,1,1,1,100.0
2017-11,Privilege Escalation,1,0,1,0.0
2017-11,"Reusing a Nonce, Key Pair in Encryption",1,1,1,100.0
2017-11,SQL Injection,1,1,1,100.0
2017-11,Uncontrolled Resource Consumption,1,1,1,100.0
2017-11,Use of Hard-coded Credentials,1,0,1,0.0
2017-12,Cross-site Scripting (XSS) - Reflected,10,2,6,20.0
2017-12,Cross-site Scripting (XSS) - Stored,9,7,6,77.78
2017-12,,7,5,7,71.43
2017-12,Information Disclosure,6,3,5,50.0
2017-12,Business Logic Errors,4,3,4,75.0
2017-12,Open Redirect,4,3,3,75.0
2017-12,Path Traversal,4,1,2,25.0
2017-12,Privilege Escalation,4,3,3,75.0
2017-12,Code Injection,3,1,3,33.33
2017-12,SQL Injection,3,3,2,100.0
2017-12,Uncontrolled Resource Consumption,3,2,3,66.67
2017-12,Violation of Secure Design Principles,3,3,3,100.0
2017-12,Command Injection - Generic,2,2,2,100.0
2017-12,Improper Access Control - Generic,2,2,2,100.0
2017-12,Improper Authentication - Generic,2,0,1,0.0
2017-12,Server-Side Request Forgery (SSRF),2,1,2,50.0
2017-12,Use After Free,2,1,2,50.0
2017-12,Buffer Under-read,1,1,1,100.0
2017-12,Cross-Site Request Forgery (CSRF),1,0,1,0.0
2017-12,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2017-12,Cryptographic Issues - Generic,1,1,1,100.0
2017-12,Heap Overflow,1,1,1,100.0
2017-12,Improper Certificate Validation,1,0,1,0.0
2017-12,Improper Neutralization of HTTP Headers for Scripting Syntax,1,0,1,0.0
2017-12,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2017-12,Memory Corruption - Generic,1,1,1,100.0
2017-12,Phishing,1,0,1,0.0
2017-12,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2017-12,UI Redressing (Clickjacking),1,1,1,100.0
2017-12,User Interface (UI) Misrepresentation of Critical Information,1,0,1,0.0
2017-12,XML External Entities (XXE),1,1,1,100.0
2018-01,,11,7,9,63.64
2018-01,Information Disclosure,11,8,6,72.73
2018-01,Cross-site Scripting (XSS) - Stored,10,5,5,50.0
2018-01,Path Traversal,9,1,2,11.11
2018-01,Cross-site Scripting (XSS) - Reflected,7,5,5,71.43
2018-01,Violation of Secure Design Principles,7,2,6,28.57
2018-01,Improper Access Control - Generic,6,5,3,83.33
2018-01,Uncontrolled Resource Consumption,6,1,1,16.67
2018-01,Business Logic Errors,3,3,3,100.0
2018-01,Cross-Site Request Forgery (CSRF),3,2,3,66.67
2018-01,Privilege Escalation,3,1,3,33.33
2018-01,Improper Authentication - Generic,2,1,2,50.0
2018-01,SQL Injection,2,1,2,50.0
2018-01,Server-Side Request Forgery (SSRF),2,1,2,50.0
2018-01,Code Injection,1,1,1,100.0
2018-01,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2018-01,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2018-01,Information Exposure Through Directory Listing,1,1,1,100.0
2018-01,Information Exposure Through an Error Message,1,1,1,100.0
2018-01,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2018-01,Integer Underflow,1,0,1,0.0
2018-01,NULL Pointer Dereference,1,1,1,100.0
2018-01,OS Command Injection,1,1,1,100.0
2018-01,Open Redirect,1,1,1,100.0
2018-01,Privacy Violation,1,0,1,0.0
2018-01,UI Redressing (Clickjacking),1,1,1,100.0
2018-02,Information Disclosure,13,7,10,53.85
2018-02,Cross-site Scripting (XSS) - Reflected,8,7,6,87.5
2018-02,Uncontrolled Resource Consumption,8,2,3,25.0
2018-02,Path Traversal,7,2,3,28.57
2018-02,,6,3,4,50.0
2018-02,SQL Injection,6,0,3,0.0
2018-02,Command Injection - Generic,5,1,2,20.0
2018-02,Cross-Site Request Forgery (CSRF),5,5,2,100.0
2018-02,Improper Authentication - Generic,5,3,4,60.0
2018-02,Cross-site Scripting (XSS) - Stored,3,1,3,33.33
2018-02,Improper Access Control - Generic,3,2,3,66.67
2018-02,Insecure Direct Object Reference (IDOR),3,2,3,66.67
2018-02,Open Redirect,3,2,3,66.67
2018-02,Violation of Secure Design Principles,3,1,3,33.33
2018-02,Business Logic Errors,2,1,2,50.0
2018-02,Information Exposure Through Debug Information,2,2,2,100.0
2018-02,Out-of-bounds Read,2,0,1,0.0
2018-02,UI Redressing (Clickjacking),2,1,2,50.0
2018-02,Array Index Underflow,1,1,1,100.0
2018-02,Classic Buffer Overflow,1,0,1,0.0
2018-02,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2018-02,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2018-02,Improper Restriction of Authentication Attempts,1,0,1,0.0
2018-02,Information Exposure Through Sent Data,1,1,1,100.0
2018-02,OS Command Injection,1,1,1,100.0
2018-02,Off-by-one Error,1,1,1,100.0
2018-02,Resource Injection,1,1,1,100.0
2018-02,Use of Externally-Controlled Format String,1,1,1,100.0
2018-02,Use of a Broken or Risky Cryptographic Algorithm,1,1,1,100.0
2018-02,Write-what-where Condition,1,1,1,100.0
2018-02,XML External Entities (XXE),1,1,1,100.0
2018-03,,14,7,12,50.0
2018-03,Information Disclosure,13,8,7,61.54
2018-03,Out-of-bounds Read,9,0,2,0.0
2018-03,Cross-site Scripting (XSS) - Stored,7,5,4,71.43
2018-03,Business Logic Errors,6,4,6,66.67
2018-03,Cross-site Scripting (XSS) - Reflected,6,6,6,100.0
2018-03,Deserialization of Untrusted Data,5,0,2,0.0
2018-03,Cross-Site Request Forgery (CSRF),4,4,3,100.0
2018-03,Path Traversal,4,2,2,50.0
2018-03,Uncontrolled Resource Consumption,4,3,4,75.0
2018-03,Command Injection - Generic,3,2,3,66.67
2018-03,Improper Authentication - Generic,3,3,2,100.0
2018-03,Cross-site Scripting (XSS) - Generic,2,0,1,0.0
2018-03,Cryptographic Issues - Generic,2,1,2,50.0
2018-03,Improper Access Control - Generic,2,2,2,100.0
2018-03,Information Exposure Through Directory Listing,2,0,1,0.0
2018-03,Phishing,2,0,1,0.0
2018-03,Privilege Escalation,2,2,2,100.0
2018-03,Server-Side Request Forgery (SSRF),2,1,2,50.0
2018-03,Code Injection,1,0,1,0.0
2018-03,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2018-03,Improper Authorization,1,1,1,100.0
2018-03,Information Exposure Through an Error Message,1,0,1,0.0
2018-03,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2018-03,Insufficiently Protected Credentials,1,1,1,100.0
2018-03,OS Command Injection,1,0,1,0.0
2018-03,Off-by-one Error,1,1,1,100.0
2018-03,Privacy Violation,1,1,1,100.0
2018-03,Violation of Secure Design Principles,1,1,1,100.0
2018-04,,13,3,9,23.08
2018-04,Information Disclosure,13,10,8,76.92
2018-04,Cross-site Scripting (XSS) - Stored,5,3,2,60.0
2018-04,Command Injection - Generic,3,0,2,0.0
2018-04,Cross-site Scripting (XSS) - DOM,3,2,3,66.67
2018-04,Cross-site Scripting (XSS) - Reflected,3,3,3,100.0
2018-04,Insecure Direct Object Reference (IDOR),3,2,3,66.67
2018-04,Violation of Secure Design Principles,3,1,3,33.33
2018-04,Business Logic Errors,2,2,2,100.0
2018-04,Cross-Site Request Forgery (CSRF),2,2,2,100.0
2018-04,Cross-site Scripting (XSS) - Generic,2,1,2,50.0
2018-04,Heap Overflow,2,1,2,50.0
2018-04,Improper Access Control - Generic,2,1,2,50.0
2018-04,Path Traversal,2,0,1,0.0
2018-04,UI Redressing (Clickjacking),2,0,1,0.0
2018-04,Buffer Over-read,1,1,1,100.0
2018-04,CRLF Injection,1,0,1,0.0
2018-04,Cleartext Storage of Sensitive Information,1,1,1,100.0
2018-04,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2018-04,Code Injection,1,0,1,0.0
2018-04,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,1,1,100.0
2018-04,Improper Authentication - Generic,1,1,1,100.0
2018-04,Improper Null Termination,1,1,1,100.0
2018-04,Improper Restriction of Authentication Attempts,1,0,1,0.0
2018-04,Information Exposure Through an Error Message,1,1,1,100.0
2018-04,Man-in-the-Middle,1,0,1,0.0
2018-04,Memory Corruption - Generic,1,0,1,0.0
2018-04,NULL Pointer Dereference,1,0,1,0.0
2018-04,OS Command Injection,1,0,1,0.0
2018-04,Open Redirect,1,0,1,0.0
2018-04,Phishing,1,0,1,0.0
2018-04,Privilege Escalation,1,0,1,0.0
2018-04,Server-Side Request Forgery (SSRF),1,1,1,100.0
2018-04,Uncontrolled Resource Consumption,1,0,1,0.0
2018-04,Use After Free,1,0,1,0.0
2018-04,Use of a Key Past its Expiration Date,1,1,1,100.0
2018-04,Weak Password Recovery Mechanism for Forgotten Password,1,1,1,100.0
2018-05,Information Disclosure,15,6,6,40.0
2018-05,Cross-site Scripting (XSS) - Stored,9,4,5,44.44
2018-05,Improper Access Control - Generic,6,6,6,100.0
2018-05,,5,3,4,60.0
2018-05,Code Injection,5,1,3,20.0
2018-05,Path Traversal,4,0,1,0.0
2018-05,SQL Injection,4,2,4,50.0
2018-05,Server-Side Request Forgery (SSRF),4,2,4,50.0
2018-05,Classic Buffer Overflow,3,3,1,100.0
2018-05,Cross-site Scripting (XSS) - Reflected,3,2,3,66.67
2018-05,Improper Authentication - Generic,3,3,2,100.0
2018-05,Cross-site Scripting (XSS) - DOM,2,2,2,100.0
2018-05,Open Redirect,2,1,2,50.0
2018-05,Privacy Violation,2,2,2,100.0
2018-05,UI Redressing (Clickjacking),2,0,2,0.0
2018-05,Uncontrolled Resource Consumption,2,2,2,100.0
2018-05,Array Index Underflow,1,1,1,100.0
2018-05,Business Logic Errors,1,1,1,100.0
2018-05,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2018-05,Cryptographic Issues - Generic,1,0,1,0.0
2018-05,Double Free,1,1,1,100.0
2018-05,Improper Restriction of Authentication Attempts,1,1,1,100.0
2018-05,Insecure Temporary File,1,0,1,0.0
2018-05,LDAP Injection,1,0,1,0.0
2018-05,Privilege Escalation,1,0,1,0.0
2018-06,,12,7,8,58.33
2018-06,Information Disclosure,9,6,8,66.67
2018-06,Business Logic Errors,8,1,4,12.5
2018-06,Cross-Site Request Forgery (CSRF),6,1,2,16.67
2018-06,Cross-site Scripting (XSS) - Reflected,5,1,4,20.0
2018-06,Violation of Secure Design Principles,5,1,4,20.0
2018-06,Cross-site Scripting (XSS) - DOM,4,3,3,75.0
2018-06,Cross-site Scripting (XSS) - Stored,4,3,3,75.0
2018-06,Improper Access Control - Generic,4,1,4,25.0
2018-06,SQL Injection,4,2,3,50.0
2018-06,Path Traversal,3,1,2,33.33
2018-06,Code Injection,2,1,2,50.0
2018-06,Improper Authentication - Generic,2,0,1,0.0
2018-06,Insecure Direct Object Reference (IDOR),2,2,2,100.0
2018-06,Open Redirect,2,0,2,0.0
2018-06,Server-Side Request Forgery (SSRF),2,2,2,100.0
2018-06,UI Redressing (Clickjacking),2,0,2,0.0
2018-06,Array Index Underflow,1,0,1,0.0
2018-06,Classic Buffer Overflow,1,0,1,0.0
2018-06,Cleartext Storage of Sensitive Information,1,0,1,0.0
2018-06,Cleartext Transmission of Sensitive Information,1,0,1,0.0
2018-06,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2018-06,Improper Input Validation,1,0,1,0.0
2018-06,Missing Required Cryptographic Step,1,0,1,0.0
2018-06,Phishing,1,1,1,100.0
2018-06,Privilege Escalation,1,1,1,100.0
2018-06,Uncontrolled Resource Consumption,1,0,1,0.0
2018-06,Use After Free,1,1,1,100.0
2018-07,,17,11,11,64.71
2018-07,Information Disclosure,14,9,11,64.29
2018-07,Cross-site Scripting (XSS) - Reflected,10,7,6,70.0
2018-07,Cross-site Scripting (XSS) - Stored,7,4,6,57.14
2018-07,Uncontrolled Resource Consumption,5,2,3,40.0
2018-07,Business Logic Errors,4,2,4,50.0
